Gene-Id Naive-memory-sample-1   Naive-memory-sample-2   Naive-memory-sample-3   Naive-memory-sample-4   OMCP-memory-sample-1    OMCP-memory-sample-2    OMCP-memory-sample-3
Gnai3	1133.0	2114.0	1752.0	753.0	1310.0	782.0	914.0
Pbsn	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdc45	62.0	97.0	60.0	16.0	1004.0	697.0	683.0
H19	1.0	3.0	0.0	1.0	0.0	0.0	0.0
Scml2	1.0	0.0	0.0	0.0	4.0	4.0	3.0
Apoh	15.0	3.0	9.0	14.0	3.0	3.0	1.0
Narf	263.0	436.0	390.0	120.0	399.0	265.0	231.0
Cav2	2.0	1.0	0.0	0.0	9.0	4.0	7.0
Klf6	1176.0	1685.0	1349.0	1013.0	2961.0	1929.0	2647.0
Scmh1	130.0	210.0	200.0	128.0	116.0	61.0	84.0
Cox5a	488.0	687.0	487.0	383.0	1278.0	977.0	1159.0
Tbx2	17.0	11.0	22.0	8.0	6.0	2.0	4.0
Tbx4	0.0	9.0	4.0	1.0	0.0	0.0	0.0
Zfy2	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Ngfr	2.0	4.0	0.0	0.0	0.0	0.0	0.0
Wnt3	4.0	4.0	0.0	4.0	0.0	0.0	2.0
Wnt9a	5.0	5.0	0.0	0.0	0.0	0.0	0.0
Fer	4.0	16.0	10.0	4.0	2.0	0.0	0.0
Xpo6	1581.0	2455.0	1984.0	1092.0	2332.0	1398.0	1345.0
Tfe3	304.0	458.0	342.0	261.0	276.0	165.0	179.0
Axin2	1339.0	633.0	767.0	1258.0	291.0	416.0	326.0
Brat1	498.0	812.0	635.0	281.0	386.0	250.0	215.0
Gna12	193.0	280.0	223.0	139.0	163.0	132.0	114.0
Slc22a18	0.0	7.0	1.0	0.0	0.0	0.0	0.0
Itgb2l	2.0	1.0	0.0	0.0	5.0	4.0	5.0
Igsf5	0.0	1.0	0.0	0.0	69.0	75.0	70.0
Pih1d2	2.0	2.0	6.0	0.0	0.0	0.0	2.0
Dlat	334.0	485.0	424.0	245.0	540.0	355.0	356.0
Sdhd	610.0	885.0	685.0	423.0	1327.0	932.0	1109.0
Fgf23	0.0	8.0	2.0	0.0	3.0	2.0	2.0
Fgf6	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Ccnd2	4517.0	7137.0	5312.0	4274.0	4254.0	3001.0	3247.0
Gpr107	383.0	667.0	512.0	365.0	346.0	269.0	228.0
Nalcn	13.0	8.0	1.0	12.0	1.0	0.0	1.0
Btbd17	8.0	4.0	4.0	2.0	2.0	0.0	1.0
Slfn4	6.0	10.0	1.0	2.0	5.0	1.0	5.0
Th	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Ins2	1.0	3.0	0.0	0.0	0.0	0.0	0.0
Scnn1g	1.0	6.0	0.0	0.0	0.0	0.0	2.0
Drp2	0.0	6.0	1.0	4.0	41.0	29.0	20.0
Tspan32	700.0	925.0	741.0	605.0	503.0	324.0	349.0
Lhx2	4.0	6.0	2.0	3.0	6.0	13.0	7.0
Clec2g	6.0	2.0	1.0	0.0	0.0	0.0	0.0
Gmpr	0.0	7.0	4.0	1.0	0.0	2.0	1.0
Glra1	2.0	2.0	0.0	1.0	0.0	0.0	1.0
Mid2	2.0	6.0	0.0	0.0	5.0	0.0	1.0
Trim25	1042.0	1598.0	1360.0	780.0	1234.0	890.0	776.0
Dgke	300.0	484.0	392.0	213.0	243.0	156.0	171.0
Scpep1	52.0	111.0	93.0	44.0	564.0	391.0	422.0
Mnt	624.0	1104.0	877.0	452.0	512.0	338.0	307.0
Itgb2	5053.0	9848.0	7164.0	2978.0	5391.0	3434.0	3407.0
Hddc2	277.0	366.0	278.0	298.0	419.0	292.0	364.0
Tpd52l1	2.0	0.0	0.0	2.0	0.0	0.0	0.0
Pemt	35.0	38.0	22.0	15.0	31.0	28.0	35.0
Cdh1	27.0	76.0	32.0	12.0	36.0	15.0	31.0
Cdh4	12.0	12.0	0.0	1.0	0.0	0.0	1.0
Ckmt1	0.0	11.0	0.0	5.0	4.0	0.0	1.0
Bcl6b	12.0	7.0	3.0	1.0	2.0	2.0	0.0
Clec10a	0.0	4.0	5.0	0.0	0.0	0.0	0.0
Alox12	5.0	18.0	5.0	5.0	1.0	1.0	0.0
Arvcf	19.0	34.0	27.0	20.0	32.0	17.0	24.0
Comt	182.0	313.0	227.0	120.0	660.0	444.0	440.0
Rtca	173.0	210.0	159.0	79.0	287.0	184.0	206.0
Dbt	203.0	321.0	333.0	180.0	216.0	148.0	145.0
Dazap2	2512.0	3700.0	3260.0	1731.0	2943.0	1977.0	2213.0
Mcts1	505.0	622.0	537.0	398.0	629.0	479.0	618.0
Rem1	1.0	4.0	2.0	0.0	0.0	0.0	0.0
Rnf17	12.0	20.0	5.0	1.0	5.0	3.0	0.0
Trappc10	751.0	1154.0	963.0	485.0	731.0	458.0	440.0
Ccm2	1767.0	2692.0	2133.0	1512.0	1419.0	1035.0	1014.0
Wap	1.0	1.0	2.0	0.0	1.0	0.0	0.0
Tbrg4	710.0	1296.0	911.0	528.0	1649.0	1230.0	1172.0
Tmprss2	0.0	1.0	0.0	0.0	0.0	2.0	0.0
Mx1	286.0	485.0	338.0	170.0	2052.0	1286.0	1231.0
Fap	10.0	9.0	4.0	0.0	5.0	5.0	0.0
Gcg	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ndufa9	514.0	764.0	622.0	412.0	895.0	625.0	755.0
Egfl6	1.0	3.0	0.0	8.0	0.0	0.0	0.0
Lck	10194.0	15512.0	11230.0	7230.0	8990.0	6458.0	6511.0
Tssk3	3.0	5.0	4.0	0.0	1.0	0.0	1.0
Cttnbp2	4.0	3.0	0.0	3.0	0.0	0.0	3.0
Galnt1	950.0	1377.0	1205.0	649.0	1081.0	683.0	741.0
Myf5	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Mkrn2	192.0	341.0	290.0	118.0	310.0	163.0	188.0
Pparg	1.0	2.0	0.0	0.0	2.0	1.0	0.0
Raf1	323.0	690.0	500.0	248.0	433.0	236.0	232.0
Sept1	8788.0	13373.0	10100.0	5913.0	7650.0	5357.0	5215.0
Pdgfb	229.0	286.0	220.0	134.0	65.0	56.0	54.0
Acvrl1	17.0	37.0	29.0	13.0	55.0	47.0	35.0
Grasp	112.0	209.0	207.0	83.0	143.0	80.0	101.0
Acvr1b	437.0	747.0	618.0	301.0	208.0	144.0	90.0
Tom1l2	436.0	665.0	524.0	336.0	297.0	237.0	200.0
Gpa33	2.0	5.0	0.0	0.0	0.0	0.0	0.0
Zfp385a	9.0	11.0	18.0	3.0	9.0	2.0	4.0
Itga5	61.0	97.0	95.0	49.0	154.0	77.0	82.0
Gabra2	0.0	5.0	0.0	2.0	0.0	0.0	1.0
Wdr77	424.0	561.0	445.0	381.0	365.0	226.0	313.0
Adora3	0.0	2.0	5.0	5.0	4.0	2.0	4.0
Atp5f1	1803.0	2377.0	1973.0	1359.0	3696.0	2702.0	3177.0
Sox9	5.0	9.0	0.0	0.0	0.0	1.0	3.0
Hnrnpd	2129.0	3154.0	2530.0	1450.0	4605.0	2918.0	3511.0
Dynlt1c	24.0	46.0	42.0	22.0	21.0	22.0	11.0
C1d	378.0	482.0	409.0	333.0	525.0	394.0	555.0
Gm2a	913.0	1627.0	1379.0	562.0	1258.0	852.0	899.0
Krit1	939.0	1364.0	1168.0	802.0	1019.0	673.0	739.0
Clcn4	749.0	1200.0	951.0	666.0	771.0	519.0	583.0
Vmn2r88	1.0	0.0	2.0	0.0	0.0	0.0	0.0
Grm6	16.0	49.0	25.0	20.0	0.0	0.0	2.0
Sema4f	662.0	981.0	768.0	499.0	298.0	183.0	217.0
Hk2	59.0	112.0	82.0	61.0	1412.0	937.0	983.0
Myo18a	805.0	1195.0	953.0	782.0	1007.0	635.0	598.0
Sez6	2.0	9.0	1.0	0.0	3.0	0.0	0.0
Haao	625.0	899.0	627.0	488.0	302.0	284.0	234.0
Cd52	6714.0	8712.0	6818.0	6663.0	7407.0	5778.0	6893.0
Abhd15	32.0	36.0	41.0	15.0	12.0	11.0	6.0
Hoxb6	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Loxl3	7.0	23.0	3.0	5.0	5.0	4.0	7.0
Tcl1b5	0.0	4.0	0.0	5.0	0.0	0.0	0.0
Btn1a1	12.0	6.0	1.0	0.0	1.0	0.0	0.0
Kat2b	408.0	638.0	542.0	363.0	447.0	298.0	322.0
Rab5b	408.0	837.0	630.0	262.0	350.0	207.0	198.0
Cryba1	4.0	4.0	5.0	7.0	0.0	0.0	0.0
Dnmt3l	3.0	5.0	0.0	0.0	0.0	1.0	0.0
Aire	5.0	19.0	3.0	2.0	8.0	1.0	1.0
Icosl	105.0	149.0	118.0	56.0	184.0	127.0	100.0
Spg7	909.0	1425.0	965.0	699.0	1017.0	754.0	781.0
Sult5a1	7.0	11.0	1.0	2.0	0.0	6.0	0.0
Rpl13	43402.0	53113.0	47681.0	43415.0	30891.0	25952.0	29545.0
Chmp1a	1314.0	2071.0	1575.0	846.0	1098.0	822.0	728.0
Rpa1	1474.0	2287.0	1959.0	1098.0	2918.0	2097.0	2283.0
Serpinf1	3.0	1.0	1.0	1.0	1.0	3.0	2.0
Tubgcp3	677.0	1208.0	929.0	414.0	1292.0	771.0	750.0
Oprm1	50.0	20.0	28.0	37.0	8.0	3.0	4.0
Polr3d	305.0	577.0	389.0	282.0	307.0	238.0	236.0
Tcf7	12601.0	20329.0	17422.0	8101.0	2255.0	1472.0	1496.0
Ddx3x	1965.0	3463.0	2953.0	1354.0	2590.0	1651.0	2007.0
Il12rb1	274.0	471.0	309.0	138.0	1657.0	1112.0	975.0
Slc5a5	0.0	6.0	0.0	0.0	3.0	3.0	0.0
Kcnn3	11.0	13.0	0.0	0.0	0.0	1.0	0.0
Usp32	478.0	770.0	636.0	355.0	396.0	212.0	235.0
Car4	5.0	1.0	0.0	3.0	0.0	0.0	0.0
Txnrd3	42.0	50.0	39.0	14.0	41.0	33.0	34.0
Fasl	55.0	102.0	67.0	36.0	758.0	479.0	593.0
Zfp512b	630.0	1326.0	924.0	521.0	621.0	391.0	322.0
Dnajc5	1669.0	2948.0	2316.0	1362.0	1656.0	1073.0	1002.0
Tpd52l2	457.0	653.0	475.0	350.0	578.0	435.0	533.0
Fmr1	463.0	709.0	597.0	231.0	765.0	466.0	488.0
Bcl11a	15.0	15.0	13.0	16.0	0.0	0.0	0.0
Il4	3.0	4.0	1.0	3.0	0.0	0.0	2.0
Pxmp4	196.0	365.0	257.0	183.0	263.0	185.0	200.0
Dlg3	71.0	120.0	112.0	45.0	49.0	42.0	35.0
Gnb1l	122.0	162.0	135.0	108.0	134.0	94.0	136.0
Dbh	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Mmp11	30.0	37.0	21.0	7.0	25.0	12.0	8.0
Smarcb1	701.0	1096.0	822.0	551.0	1457.0	1070.0	1063.0
Vpreb3	1.0	9.0	0.0	0.0	3.0	3.0	5.0
Hip1r	822.0	1400.0	960.0	657.0	1834.0	1145.0	1224.0
Nsun5	289.0	608.0	443.0	230.0	453.0	299.0	266.0
Top1mt	115.0	178.0	147.0	89.0	128.0	76.0	90.0
Hoxa10	1.0	5.0	0.0	2.0	0.0	0.0	0.0
Hoxa4	0.0	3.0	1.0	0.0	0.0	0.0	0.0
Gm38393	13.0	11.0	14.0	3.0	3.0	4.0	0.0
Mmp14	8.0	44.0	21.0	22.0	4.0	3.0	2.0
Slc7a7	21.0	30.0	16.0	8.0	5.0	12.0	6.0
Oxa1l	621.0	1170.0	906.0	427.0	941.0	681.0	716.0
Heatr6	459.0	823.0	618.0	318.0	701.0	438.0	402.0
Ccl3	12.0	24.0	15.0	12.0	6.0	9.0	4.0
Wfdc18	3.0	0.0	0.0	1.0	0.0	0.0	0.0
Icam4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ilf2	790.0	1125.0	875.0	710.0	1451.0	1057.0	1234.0
Chtop	2034.0	3450.0	2633.0	1555.0	2839.0	2008.0	2151.0
Snapin	445.0	789.0	572.0	232.0	503.0	356.0	332.0
S100a4	7.0	3.0	1.0	10.0	205.0	258.0	204.0
S100a3	7.0	6.0	0.0	0.0	3.0	2.0	0.0
S100a5	0.0	0.0	0.0	0.0	2.0	3.0	1.0
S100a6	556.0	786.0	420.0	532.0	4983.0	3985.0	4755.0
Scn4a	5.0	25.0	3.0	1.0	2.0	0.0	0.0
Icam2	786.0	1118.0	863.0	577.0	378.0	259.0	314.0
Mapk7	244.0	421.0	403.0	189.0	477.0	311.0	288.0
Epn2	3.0	7.0	3.0	0.0	12.0	7.0	3.0
B9d1	5.0	8.0	1.0	6.0	14.0	10.0	10.0
Sec24b	845.0	1465.0	1055.0	613.0	1013.0	672.0	652.0
N4bp3	98.0	183.0	155.0	89.0	295.0	192.0	204.0
Rmnd5b	589.0	1203.0	870.0	408.0	592.0	373.0	357.0
Nhp2	868.0	1149.0	963.0	950.0	2046.0	1688.0	1823.0
Vps9d1	326.0	485.0	374.0	208.0	412.0	303.0	296.0
Zfp276	277.0	467.0	364.0	172.0	339.0	241.0	187.0
C1ql4	4.0	2.0	0.0	0.0	1.0	2.0	0.0
Mfsd10	423.0	688.0	482.0	330.0	842.0	599.0	542.0
Luzp1	154.0	184.0	134.0	83.0	176.0	109.0	109.0
Slc13a2	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Kctd10	378.0	864.0	686.0	264.0	361.0	192.0	201.0
Poldip2	323.0	490.0	388.0	185.0	586.0	375.0	427.0
Sebox	1.0	2.0	1.0	0.0	0.0	0.0	0.0
Ift20	455.0	593.0	491.0	380.0	443.0	330.0	367.0
Col6a1	3.0	4.0	0.0	0.0	1.0	0.0	0.0
Pcbp3	28.0	98.0	62.0	47.0	30.0	23.0	28.0
Lgals9	1276.0	2047.0	1625.0	710.0	1097.0	784.0	866.0
Araf	1547.0	2507.0	1885.0	1240.0	1691.0	1079.0	1071.0
Cfp	96.0	147.0	122.0	107.0	105.0	66.0	61.0
Timp1	2.0	3.0	0.0	0.0	11.0	6.0	8.0
Uxt	112.0	121.0	116.0	76.0	171.0	118.0	152.0
Cnnm3	359.0	548.0	459.0	315.0	322.0	188.0	159.0
Lman2l	191.0	247.0	211.0	129.0	210.0	135.0	149.0
Mcm3ap	948.0	1445.0	1028.0	614.0	1095.0	685.0	635.0
Pcnt	1221.0	1550.0	1266.0	1029.0	1539.0	909.0	884.0
Ftcd	4.0	8.0	0.0	1.0	0.0	0.0	0.0
Mxd1	243.0	314.0	262.0	149.0	236.0	137.0	163.0
Gmcl1	382.0	582.0	447.0	306.0	368.0	228.0	283.0
Snrnp27	305.0	346.0	261.0	355.0	655.0	514.0	700.0
Oas1c	172.0	334.0	234.0	169.0	235.0	144.0	177.0
Oas1h	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Ocrl	164.0	239.0	161.0	100.0	175.0	84.0	118.0
Calm1	5335.0	8068.0	6727.0	4036.0	11282.0	7956.0	9272.0
Agpat3	1536.0	2475.0	2041.0	1111.0	2018.0	1430.0	1470.0
Slc26a3	3.0	5.0	1.0	0.0	3.0	2.0	0.0
Sema6b	5.0	19.0	11.0	3.0	33.0	37.0	36.0
Uhrf1	158.0	330.0	206.0	119.0	4222.0	2840.0	2611.0
Dpp9	663.0	1162.0	909.0	492.0	1290.0	941.0	785.0
Ramp2	3.0	6.0	1.0	1.0	4.0	0.0	2.0
Lsr	10.0	13.0	9.0	4.0	9.0	8.0	5.0
Gramd1a	4647.0	7938.0	5815.0	3163.0	4330.0	3109.0	2706.0
Hpn	6.0	7.0	0.0	8.0	0.0	2.0	0.0
Gabrg1	3.0	1.0	0.0	0.0	0.0	0.0	0.0
Ckb	10.0	43.0	57.0	22.0	47.0	29.0	17.0
Sp1	956.0	1816.0	1537.0	732.0	910.0	552.0	534.0
Itgb7	6018.0	9778.0	7547.0	4574.0	4061.0	3001.0	3009.0
Myg1	471.0	658.0	439.0	392.0	752.0	591.0	631.0
